0.010000, 0.000961
 0.020000, 0.000960
 0.030000, 0.000960
 0.040000, 0.000960
 0.050000, 0.000960
 0.060000, 0.000961
 0.070000, 0.000960
 0.080000, 0.000960
 0.090000, 0.000961
 0.100000, 0.000960
 0.110000, 0.000960
 0.120000, 0.000960
 0.130000, 0.000960
 0.140000, 0.000961
 0.150000, 0.000960
 0.160000, 0.000960
 0.170000, 0.000961
 0.180000, 0.000960
 0.190000, 0.000960
 0.200000, 0.000960
 0.210000, 0.000960
 0.220000, 0.000961
 0.230000, 0.000960
 0.240000, 0.000960
 0.250000, 0.000960
 0.260000, 0.000960
 0.270000, 0.000961
 0.280000, 0.000960
 0.290000, 0.000960
 0.300000, 0.000961
 0.310000, 0.000960
 0.320000, 0.000961
 0.330000, 0.000960
 0.340000, 0.000960
 0.350000, 0.000961
 0.360000, 0.000960
 0.370000, 0.000960
 0.380000, 0.000960
 0.390000, 0.000960
 0.400000, 0.000961
 0.410000, 0.000960
 0.420000, 0.000960
 0.430000, 0.000961
 0.440000, 0.000960
 0.450000, 0.000961
 0.460000, 0.000960
 0.470000, 0.000960
 0.480000, 0.000961
 0.490000, 0.000960
 0.500000, 0.000960
 0.510000, 0.000960
 0.520000, 0.000960
 0.530000, 0.000960
 0.540000, 0.000960
 0.550000, 0.000960
 0.560000, 0.000961
 0.570000, 0.000960
 0.580000, 0.000961
 0.590000, 0.000960
 0.600000, 0.000960
 0.610000, 0.000961
 0.620000, 0.000960
 0.630000, 0.000960
 0.640000, 0.000960
 0.650000, 0.000960
 0.660000, 0.000961
 0.670000, 0.000960
 0.680000, 0.000960
 0.690000, 0.000961
 0.700000, 0.000960
 0.710000, 0.000960
 0.720000, 0.000960
 0.730000, 0.000960
 0.740000, 0.000961
 0.750000, 0.000960
 0.760000, 0.000960
 0.770000, 0.000960
 0.780000, 0.000960
 0.790000, 0.000961
 0.800000, 0.000960
 0.810000, 0.000960
 0.820000, 0.000961
 0.830000, 0.000960
 0.839999, 0.000961
 0.849999, 0.000960
 0.859999, 0.000960
 0.869999, 0.000960
 0.879999, 0.000960
 0.889999, 0.000960
 0.899999, 0.000960
 0.909999, 0.000960
 0.919999, 0.000961
 0.929999, 0.000960
 0.939999, 0.000960
 0.949999, 0.000961
 0.959999, 0.000960
 0.969999, 0.000961
 0.979999, 0.000960
 0.989999, 0.000960
 0.999999, 0.000961
 1.009999, 0.000960
 1.019999, 0.000960
 1.029999, 0.000960
 1.039999, 0.000960
 1.049999, 0.000960
 1.059999, 0.000960
 1.069999, 0.000960
 1.079999, 0.000960
 1.089999, 0.000960
 1.099999, 0.000961
 1.109999, 0.000960
 1.119999, 0.000960
 1.129999, 0.000961
 1.139999, 0.000960
 1.149999, 0.000960
 1.159999, 0.000960
 1.169999, 0.000960
 1.179999, 0.000961
 1.189999, 0.000960
 1.199999, 0.000960
 1.209999, 0.000960
 1.219999, 0.000960
 1.229999, 0.000961
 1.239999, 0.000960
 1.249999, 0.000960
 1.259999, 0.000961
 1.269999, 0.000960
 1.279999, 0.000960
 1.289999, 0.000960
 1.299999, 0.000960
 1.309999, 0.000961
 1.319999, 0.000960
 1.329999, 0.000960
 1.339999, 0.000960
 1.349999, 0.000960
 1.359999, 0.000961
 1.369999, 0.000960
 1.379999, 0.000960
 1.389999, 0.000960
 1.399999, 0.000960
 1.409999, 0.000960
 1.419999, 0.000960
 1.429999, 0.000960
 1.439999, 0.000961
 1.449999, 0.000960
 1.459999, 0.000960
 1.469999, 0.000960
 1.479999, 0.000960
 1.489999, 0.000961
 1.499999, 0.000960
 1.509999, 0.000960
 1.519999, 0.000961
 1.529999, 0.000960
 1.539999, 0.000960
 1.549999, 0.000960
 1.559999, 0.000960
 1.569999, 0.000961
 1.579999, 0.000960
 1.589999, 0.000960
 1.599999, 0.000960
 1.609999, 0.000960
 1.619999, 0.000961
 1.629999, 0.000960
 1.639999, 0.000960
 1.649999, 0.000961
 1.659999, 0.000960
 1.669999, 0.000961
 1.679999, 0.000960
 1.689999, 0.000960
 1.699999, 0.000960
 1.709999, 0.000960
 1.719999, 0.000960
 1.729999, 0.000960
 1.739999, 0.000960
 1.749999, 0.000961
 1.759999, 0.000960
 1.769999, 0.000960
 1.779999, 0.000961
 1.789999, 0.000960
 1.799999, 0.000961
 1.809999, 0.000960
 1.819999, 0.000960
 1.829999, 0.000961
 1.839999, 0.000960
 1.849999, 0.000960
 1.859999, 0.000960
 1.869999, 0.000960
 1.879999, 0.000960
 1.889999, 0.000960
 1.899999, 0.000960
 1.909999, 0.000961
 1.919999, 0.000960
 1.929999, 0.000961
 1.939999, 0.000960
 1.949998, 0.000960
 1.959998, 0.000961
 1.969998, 0.000960
 1.979998, 0.000960
 1.989998, 0.000960
 1.999998, 0.000960
 2.009999, 0.000961
 2.019999, 0.000960
 2.029999, 0.000960
 2.039999, 0.000960
 2.049999, 0.000960
 2.059999, 0.000960
 2.069999, 0.000960
 2.079998, 0.000960
 2.089998, 0.000961
 2.099998, 0.000960
 2.109998, 0.000960
 2.119998, 0.000960
 2.129998, 0.000960
 2.139998, 0.000961
 2.149998, 0.000960
 2.159998, 0.000960
 2.169998, 0.000961
 2.179998, 0.000960
 2.189998, 0.000961
 2.199998, 0.000960
 2.209998, 0.000960
 2.219998, 0.000960
 2.229998, 0.000960
 2.239998, 0.000960
 2.249998, 0.000960
 2.259998, 0.000960
 2.269998, 0.000961
 2.279998, 0.000960
 2.289998, 0.000960
 2.299998, 0.000961
 2.309998, 0.000960
 2.319998, 0.000961
 2.329998, 0.000960
 2.339998, 0.000960
 2.349998, 0.000961
 2.359998, 0.000960
 2.369998, 0.000960
 2.379998, 0.000960
 2.389998, 0.000960
 2.399998, 0.000960
 2.409998, 0.000961
 2.419998, 0.000960
 2.429998, 0.000960
 2.439998, 0.000960
 2.449998, 0.000960
 2.459998, 0.000961
 2.469998, 0.000960
 2.479998, 0.000960
 2.489998, 0.000961
 2.499998, 0.000960
 2.509998, 0.000960
 2.519998, 0.000961
 2.529998, 0.000960
 2.539998, 0.000960
 2.549998, 0.000960
 2.559998, 0.000960
 2.569998, 0.000960
 2.579998, 0.000960
 2.589998, 0.000960
 2.599998, 0.000960
 2.609998, 0.000960
 2.619998, 0.000960
 2.629998, 0.000961
 2.639998, 0.000960
 2.649998, 0.000960
 2.659998, 0.000961
 2.669998, 0.000960
 2.679998, 0.000960
 2.689998, 0.000961
 2.699998, 0.000960
 2.709998, 0.000960
 2.719998, 0.000960
 2.729998, 0.000960
 2.739998, 0.000960
 2.749998, 0.000960
 2.759998, 0.000960
 2.769998, 0.000961
 2.779998, 0.000960
 2.789998, 0.000960
 2.799998, 0.000961
 2.809998, 0.000960
 2.819998, 0.000960
 2.829998, 0.000961
 2.839998, 0.000960
 2.849998, 0.000960
 2.859998, 0.000961
 2.869998, 0.000960
 2.879998, 0.000960
 2.889998, 0.000960
 2.899998, 0.000960
 2.909998, 0.000961
 2.919998, 0.000960
 2.929998, 0.000960
 2.939998, 0.000961
 2.949998, 0.000960
 2.959998, 0.000960
 2.969998, 0.000961
 2.979998, 0.000960
 2.989998, 0.000960
 2.999998, 0.000961
 3.009998, 0.000960
 3.019998, 0.000960
 3.029998, 0.000960
 3.039998, 0.000960
 3.049998, 0.000960
 3.059998, 0.000960
 3.069998, 0.000960
 3.079998, 0.000961
 3.089998, 0.000960
 3.099998, 0.000960
 3.109998, 0.000961
 3.119998, 0.000960
 3.129997, 0.000960
 3.139997, 0.000961
 3.149997, 0.000960
 3.159997, 0.000960
 3.169997, 0.000961
 3.179997, 0.000960
 3.189997, 0.000960
 3.199997, 0.000960
 3.209997, 0.000960
 3.219997, 0.000960
 3.229997, 0.000960
 3.239997, 0.000960
 3.249997, 0.000961
 3.259997, 0.000960
 3.269997, 0.000960
 3.279997, 0.000961
 3.289997, 0.000960
 3.299997, 0.000960
 3.309997, 0.000961
 3.319997, 0.000960
 3.329997, 0.000960
 3.339997, 0.000960
 3.349997, 0.000960
 3.359997, 0.000960
 3.369997, 0.000960
 3.379997, 0.000960
 3.389997, 0.000960
 3.399997, 0.000960
 3.409997, 0.000960
 3.419997, 0.000961
 3.429997, 0.000960
 3.439997, 0.000960
 3.449997, 0.000961
 3.459997, 0.000960
 3.469997, 0.000960
 3.479997, 0.000960
 3.489997, 0.000960
 3.499997, 0.000960
 3.509997, 0.000960
 3.519997, 0.000960
 3.529997, 0.000961
 3.539997, 0.000960
 3.549997, 0.000960
 3.559997, 0.000960
 3.569997, 0.000960
 3.579997, 0.000960
 3.589997, 0.000961
 3.599997, 0.000960
 3.609997, 0.000960
 3.619997, 0.000961
 3.629997, 0.000960
 3.639997, 0.000960
 3.649997, 0.000957
 3.659997, 0.000954
 3.669997, 0.000953
 3.679997, 0.000951
 3.689997, 0.000949
 3.699997, 0.000947
 3.709997, 0.000945
 3.719997, 0.000944
 3.729997, 0.000942
 3.739997, 0.000940
 3.749997, 0.000938
 3.759997, 0.000936
 3.769997, 0.000935
 3.779997, 0.000933
 3.789997, 0.000931
 3.799997, 0.000929
 3.809997, 0.000927
 3.819997, 0.000926
 3.829997, 0.000924
 3.839997, 0.000923
 3.849997, 0.000920
 3.859997, 0.000919
 3.869997, 0.000917
 3.879997, 0.000916
 3.889997, 0.000914
 3.899997, 0.000912
 3.909997, 0.000910
 3.919997, 0.000909
 3.929997, 0.000906
 3.939997, 0.000905
 3.949997, 0.000903
 3.959997, 0.000902
 3.969997, 0.000900
 3.979997, 0.000898
 3.989997, 0.000897
 3.999997, 0.000895
 4.009997, 0.000893
 4.019997, 0.000892
 4.029997, 0.000890
 4.039998, 0.000888
 4.049998, 0.000887
 4.059998, 0.000885
 4.069998, 0.000884
 4.079998, 0.000882
 4.089999, 0.000880
 4.099999, 0.000878
 4.109999, 0.000877
 4.119999, 0.000875
 4.130000, 0.000874
 4.140000, 0.000871
 4.150000, 0.000870
 4.160000, 0.000869
 4.170001, 0.000868
 4.180001, 0.000866
 4.190001, 0.000864
 4.200001, 0.000862
 4.210001, 0.000860
 4.220002, 0.000860
 4.230002, 0.000858
 4.240002, 0.000856
 4.250002, 0.000854
 4.260003, 0.000852
 4.270003, 0.000852
 4.280003, 0.000850
 4.290003, 0.000849
 4.300004, 0.000846
 4.310004, 0.000845
 4.320004, 0.000844
 4.330004, 0.000843
 4.340004, 0.000841
 4.350005, 0.000839
 4.360005, 0.000837
 4.370005, 0.000837
 4.380005, 0.000835
 4.390006, 0.000834
 4.400006, 0.000832
 4.410006, 0.000830
 4.420006, 0.000829
 4.430007, 0.000828
